"id";"timestamp";"status"
73385;1656947357;Проверка информации
73379;1656947509;Заведение заказа в 1С
73105;1656947633;Сделка успешна
73379;1656947636;Проверка товара на складе
73387;1656947657;Проверка товара на складе
73063;1656947663;Сделка успешна
73385;1656947688;Заведение заказа в 1С
70661;1656947698;Сделка успешна
73335;1656947726;Сделка успешна
73385;1656947774;Проверка товара на складе
71647;1656948158;Формирование счета для юр.лица
72937;1656948215;Передумал или отложил
73393;1656948391;Сбор информации
73395;1656948399;Сбор информации
68677;1656948473;Возврат
73395;1656948630;Проверка информации
73395;1656948630;Проверка информации
63123;1656948683;Сделка успешна
63107;1656948788;Сделка успешна
73365;1656948947;Проверка информации
73365;1656948947;Проверка информации
73365;1656948989;Проверка товара на складе
73321;1656949056;Сделка успешна
73393;1656949222;Проверка информации
73393;1656949222;Проверка информации
73395;1656949251;Заведение заказа в 1С
73393;1656949296;Заведение заказа в 1С
73395;1656949319;Проверка товара на складе
73393;1656949369;Проверка товара на складе
61366;1656949509;Возврат
61344;1656949648;Сделка успешна
73067;1656949672;Сделка успешна
61342;1656949717;Сделка успешна
73403;1656949784;Сбор информации
60467;1656949837;Сделка успешна
60371;1656949918;Сделка успешна
73403;1656949953;Проверка информации
73403;1656949953;Проверка информации
73403;1656949979;Заведение заказа в 1С
58875;1656949982;Сделка успешна
73403;1656950006;Проверка товара на складе
58515;1656950091;Сделка успешна
58341;1656950152;Сделка успешна
63181;1656950279;Возврат
73411;1656951256;Сбор информации
73411;1656951264;Ожидание
73417;1656951993;Сбор информации
73419;1656952093;Сбор информации
73001;1656952105;Нет в ассортименте
71091;1656952142;Сделка успешна
73387;1656952181;Сделка успешна
73417;1656952182;Проверка информации
73417;1656952182;Проверка информации
73279;1656952209;Сделка успешна
73123;1656952220;Сделка успешна
73419;1656952230;Проверка информации
73419;1656952230;Проверка информации
73419;1656952309;Заведение заказа в 1С
73417;1656952413;Заведение заказа в 1С
73419;1656952432;Проверка товара на складе
73417;1656952497;Проверка товара на складе
73421;1656952532;Сбор информации
73421;1656952792;Проверка информации
73421;1656952792;Проверка информации
73421;1656952949;Заведение заказа в 1С
73423;1656952970;Сбор информации
73421;1656952972;Проверка товара на складе
73423;1656952986;Ожидание
73429;1656953766;Сбор информации
73429;1656953781;Ожидание
73395;1656954384;Сделка успешна
73435;1656954804;Сбор информации
73435;1656954813;Ожидание
73041;1656954941;Сбор информации
73041;1656954944;Заведение заказа в 1С
73041;1656955051;Проверка товара на складе
73185;1656955216;Сбор информации
73185;1656955219;Заведение заказа в 1С
70715;1656955284;Сделка успешна
73441;1656955376;Сбор информации
73441;1656955476;Проверка информации
73441;1656955476;Проверка информации
73441;1656955528;Заведение заказа в 1С
73441;1656955551;Проверка товара на складе
72581;1656955669;Заведение заказа в 1С
73443;1656956030;Сбор информации
73443;1656956114;Проверка информации
73443;1656956114;Проверка информации
73443;1656956147;Заведение заказа в 1С
73445;1656956161;Сбор информации
73443;1656956230;Проверка товара на складе
73445;1656956345;Ожидание
73445;1656956349;Заведение заказа в 1С
73445;1656956376;Проверка товара на складе
73447;1656956455;Сбор информации
73449;1656956472;Сбор информации
73451;1656956542;Сбор информации
73455;1656956560;Сбор информации
73447;1656956563;Тест
73449;1656956608;Проверка информации
73449;1656956608;Проверка информации
73461;1656956643;Сбор информации
73449;1656956875;Заведение заказа в 1С
73449;1656957107;Проверка товара на складе
73027;1656957172;Сделка успешна
73455;1656957350;Проверка информации
73455;1656957350;Проверка информации
72627;1656957444;Сделка успешна
73455;1656957649;Заведение заказа в 1С
73455;1656957707;Проверка информации
73455;1656957707;Проверка информации
73455;1656957712;Заведение заказа в 1С
73455;1656957863;Проверка товара на складе
73095;1656957873;Подумает и перезвонит
73471;1656957917;Сбор информации
73445;1656957924;Заведение заказа в 1С
73455;1656958067;Заведение заказа в 1С
73455;1656958086;Проверка товара на складе
73471;1656958190;Ожидание
73475;1656958290;Сбор информации
73451;1656958334;Сделка успешна
72793;1656958336;Передумал или отложил
73477;1656958665;Сбор информации
73479;1656958667;Сбор информации
73481;1656958715;Сбор информации
73481;1656958758;Заведение заказа в 1С
73477;1656958841;Артикул уже продан
70039;1656958950;Товар не устраивает
73485;1656958993;Сбор информации
73485;1656959112;Ожидание
73487;1656959127;Сбор информации
73479;1656959147;Доставка. Товар нужен сегодня
